name;given name;family name;sex or gender;date of birth;electoral district;parliamentary term;parliamentary group;represents
Kader Arif;Kader;Arif;male;1959-07-03;South-West France;6;Progressive Alliance of Socialists and Democrats;Socialist Party
Tullio Regge;Tullio;Regge;male;1931-07-11;North-West Italy;3;Group of the Party of European Socialists;Italian Communist Party
Giusto Catania;Giusto;;male;1971-06-10;Italian Islands;6;European United Left–Nordic Green Left;Communist Refoundation Party
Clemente Mastella;Mario;Mastella;male;1947-02-05;Italy;7;European People's Party group;UDEUR Populars for the South
Clemente Mastella;Mario;Mastella;male;1947-02-05;Italy;5;European People's Party group;UDEUR Populars for the South
Iliana Ivanova;Iliana;Ivanova;female;1975-09-14;Bulgaria;7;European People's Party group;Citizens for European Development of Bulgaria
Ivari Padar;Ivari;Padar;male;1965-03-12;Estonia;7;Progressive Alliance of Socialists and Democrats;Social Democratic Party
Ivari Padar;Ivari;Padar;male;1965-03-12;Estonia;8;Progressive Alliance of Socialists and Democrats;Social Democratic Party
Yves Cochet;Yves;Cochet;male;1946-02-15;France;7;The Greens–European Free Alliance;The Ecologists – Europe Écologie Les Verts
Yves Cochet;Yves;Cochet;male;1946-02-15;France;3;The Green Group in the European Parliament;The Ecologists – Europe Écologie Les Verts
Aloyzas Sakalas;Aloyzas;;male;1931-07-06;Lithuania;6;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Lithuania
Ignasi Guardans;Ignasi;Guardans;male;1964-05-18;Spain;6;Group of the Alliance of Liberals and Democrats for Europe;Democratic Convergence of Catalonia
Jiří Maštálka;Jiří;Maštálka;male;1956-01-03;Czech Republic;8;European United Left–Nordic Green Left;Communist Party of Bohemia and Moravia
Jiří Maštálka;Jiří;Maštálka;male;1956-01-03;Czech Republic;7;European United Left–Nordic Green Left;Communist Party of Bohemia and Moravia
Jiří Maštálka;Jiří;Maštálka;male;1956-01-03;Czech Republic;6;European United Left–Nordic Green Left;Communist Party of Bohemia and Moravia
Jiří Maštálka;Jiří;Maštálka;male;1956-01-03;Czech Republic;5;European United Left–Nordic Green Left;Communist Party of Bohemia and Moravia
Jaromír Kohlíček;Jaromír;Kohlíček;male;1953-02-23;Czech Republic;8;European United Left–Nordic Green Left;Communist Party of Bohemia and Moravia
Jaromír Kohlíček;Jaromír;Kohlíček;male;1953-02-23;Czech Republic;7;European United Left–Nordic Green Left;Communist Party of Bohemia and Moravia
Jaromír Kohlíček;Jaromír;Kohlíček;male;1953-02-23;Czech Republic;6;European United Left–Nordic Green Left;Communist Party of Bohemia and Moravia
Gérard Deprez;Gérard;Deprez;male;1943-08-13;French-speaking electoral college;2;European People's Party group;Christian Social Party
Gérard Deprez;Gérard;Deprez;male;1943-08-13;French-speaking electoral college;3;European People's Party group;Christian Social Party
Gérard Deprez;Gérard;Deprez;male;1943-08-13;French-speaking electoral college;4;European People's Party group;Christian Social Party
Gérard Deprez;Gérard;Deprez;male;1943-08-13;French-speaking electoral college;5;European People's Party group;Mouvement des Citoyens pour le Changement
Gérard Deprez;Gérard;Deprez;male;1943-08-13;French-speaking electoral college;6;Group of the Alliance of Liberals and Democrats for Europe;Reform Movement
Gérard Deprez;Gérard;Deprez;male;1943-08-13;French-speaking electoral college;8;Group of the Alliance of Liberals and Democrats for Europe;Reform Movement
Saïd El Khadraoui;Saïd;El Khadraoui;male;1975-04-09;Dutch-speaking electoral college;7;Progressive Alliance of Socialists and Democrats;Vooruit
Saïd El Khadraoui;Saïd;El Khadraoui;male;1975-04-09;Dutch-speaking electoral college;6;Progressive Alliance of Socialists and Democrats;Vooruit
Saïd El Khadraoui;Saïd;El Khadraoui;male;1975-04-09;Dutch-speaking electoral college;5;Progressive Alliance of Socialists and Democrats;Vooruit
Fritz König;Friedrich;König;male;1933-03-19;Austria;4;European People's Party group;Austrian People's Party
Vittorio Agnoletto;Vittorio;Agnoletto;male;1958-03-06;North-West Italy;6;European United Left–Nordic Green Left;Communist Refoundation Party
Pierre Jonckheer;Pierre;Jonckheer;male;1951-05-10;French-speaking electoral college;6;The Greens–European Free Alliance;Ecolo
Pierre Jonckheer;Pierre;Jonckheer;male;1951-05-10;French-speaking electoral college;5;The Greens–European Free Alliance;Ecolo
Proinsias De Rossa;Proinsias;de Rossa;male;1940-05-15;Dublin;7;Progressive Alliance of Socialists and Democrats;Labour Party
Proinsias De Rossa;Proinsias;de Rossa;male;1940-05-15;Dublin;6;Progressive Alliance of Socialists and Democrats;Labour Party
Proinsias De Rossa;Proinsias;de Rossa;male;1940-05-15;Dublin;5;Party of European Socialists;Labour Party
Proinsias De Rossa;Proinsias;de Rossa;male;1940-05-15;Dublin;3;European United Left;Workers' Party of Ireland
Raymond Langendries;Raymond;;male;1943-10-01;French-speaking electoral college;6;European People's Party group;Les Engagés
Paul-Marie Coûteaux;Marie;Coûteaux;male;1956-07-31;France;5;Europe of Democracies and Diversities;Souveraineté, identité et libertés
Gerardo Galeote Quecedo;José;Galeote;male;1957-01-27;Spain;7;European People's Party group;People's Party
Gerardo Galeote Quecedo;José;Galeote;male;1957-01-27;Spain;6;European People's Party group;People's Party
Gerardo Galeote Quecedo;José;Galeote;male;1957-01-27;Spain;5;European People's Party group;People's Party
Gerardo Galeote Quecedo;José;Galeote;male;1957-01-27;Spain;4;European People's Party group;People's Party
Max van den Berg;Max;van den Berg;male;1946-03-22;Netherlands;6;Progressive Alliance of Socialists and Democrats;Labour Party
Max van den Berg;Max;van den Berg;male;1946-03-22;Netherlands;5;Progressive Alliance of Socialists and Democrats;Labour Party
Pál Vastagh;Pál;Vastagh;male;1946-09-23;Hungary;5;Progressive Alliance of Socialists and Democrats;Hungarian Socialist Party
Paul van Buitenen;Paul;Van Buitenen;male;1957-05-28;Netherlands;6;The Greens–European Free Alliance;Europe Transparent
Alain Cadec;Alain;Cadec;male;1953-06-21;West France;8;European People's Party group;Union for a Popular Movement
Alain Cadec;Alain;Cadec;male;1953-06-21;West France;7;European People's Party group;Union for a Popular Movement
Martina Gredler;Martina;Gredler;female;1958-12-29;Austria;4;European Liberal Democrat and Reform Party Group;Austrian Freedom Party
Gay Mitchell;Gabriel;Mitchell;male;1951-12-30;Dublin;7;European People's Party group;Fine Gael
Gay Mitchell;Gabriel;Mitchell;male;1951-12-30;Dublin;6;European People's Party group;Fine Gael
Mihael Brejc;Mihael;Brejc;male;1947-11-15;Slovenia;6;European People's Party group;Slovenian Democratic Party
Mihael Brejc;Mihael;Brejc;male;1947-11-15;Slovenia;5;European People's Party group;Slovenian Democratic Party
Robert Goebbels;Robert;Goebbels;male;1944-04-03;Luxembourg constituency of the European Parliament;7;Progressive Alliance of Socialists and Democrats;Luxembourg Socialist Workers' Party
Robert Goebbels;Robert;Goebbels;male;1944-04-03;Luxembourg constituency of the European Parliament;6;Progressive Alliance of Socialists and Democrats;Luxembourg Socialist Workers' Party
Robert Goebbels;Robert;Goebbels;male;1944-04-03;Luxembourg constituency of the European Parliament;5;Progressive Alliance of Socialists and Democrats;Luxembourg Socialist Workers' Party
Richie Ryan;Richie;Ryan;male;1929-02-27;Dublin;2;European People's Party group;Fine Gael
Richie Ryan;Richie;Ryan;male;1929-02-27;Dublin;1;European People's Party group;Fine Gael
Flaminio Piccoli;Flaminio;Piccoli;male;1915-12-28;Italy;1;European People's Party group;Christian Democracy
Ioannis Varvitsiotis;Ioannis;;male;1933-08-02;Greece;6;European People's Party group;New Democracy
Francesco Speroni;Francesco;Speroni;male;1946-10-04;Italy;7;Europe of Freedom and Democracy;Lega Nord
Francesco Speroni;Francesco;Speroni;male;1946-10-04;North-West Italy;6;Independence/Democracy;Lega Nord
Francesco Speroni;Francesco;Speroni;male;1946-10-04;Italy;5;Technical Group of Independents;Lega Nord
Francesco Speroni;Francesco;Speroni;male;1946-10-04;Italy;6;Non-Inscrits;Lega Nord
Francesco Speroni;Francesco;Speroni;male;1946-10-04;Italy;6;Union for Europe of the Nations;Lega Nord
Francesco Speroni;Francesco;Speroni;male;1946-10-04;Italy;5;Non-Inscrits;Lega Nord
Francesco Speroni;Francesco;Speroni;male;1946-10-04;Italy;3;Rainbow Group;Lega Nord
Hellmut Sieglerschmidt;Hellmut;;male;1917-10-17;Germany;1;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
Franck Proust;Franck;Proust;male;1963-05-02;South-West France;8;European People's Party group;Union for a Popular Movement
Franck Proust;Franck;Proust;male;1963-05-02;South-West France;7;European People's Party group;Union for a Popular Movement
Heinz Schreiber;Heinz;Schreiber;male;1942-11-24;Germany;2;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
Frank Vanhecke;Frank;Vanhecke;male;1959-05-30;Dutch-speaking electoral college;7;Non-Inscrits;Flemish Interest
Frank Vanhecke;Frank;Vanhecke;male;1959-05-30;Dutch-speaking electoral college;6;Non-Inscrits;Flemish Interest
Frank Vanhecke;Frank;Vanhecke;male;1959-05-30;Dutch-speaking electoral college;5;Non-Inscrits;Flemish Interest
Frank Vanhecke;Frank;Vanhecke;male;1959-05-30;Dutch-speaking electoral college;4;Non-Inscrits;Flemish Interest
Frank Vanhecke;Frank;Vanhecke;male;1959-05-30;Dutch-speaking electoral college;5;Technical Group of Independents;Flemish Interest
Frank Vanhecke;Frank;Vanhecke;male;1959-05-30;Dutch-speaking electoral college;6;Identity, Tradition, Sovereignty;Flemish Interest
Frank Vanhecke;Frank;Vanhecke;male;1959-05-30;Dutch-speaking electoral college;6;Non-Inscrits;Flemish Interest
Frank Vanhecke;Frank;Vanhecke;male;1959-05-30;Dutch-speaking electoral college;7;Europe of Freedom and Democracy;Flemish Interest
Franz-Josef Nordlohne;Franz-Josef;;male;1939-03-18;Germany;1;European People's Party group;Christian Democratic Union
Karl-Heinrich Mihr;Heinrich;;male;1935-07-22;Germany;3;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
Karl-Heinrich Mihr;Heinrich;;male;1935-07-22;Germany;2;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
Karl-Heinrich Mihr;Heinrich;;male;1935-07-22;Germany;1;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
Franz Linser;Franz;Linser;male;1961-06-22;Austria;4;Non-Inscrits;Austrian Freedom Party
François Alfonsi;François;Alfonsi;male;1953-09-14;South-East France;7;The Greens–European Free Alliance;Party of the Corsican Nation
François Alfonsi;François;Alfonsi;male;1953-09-14;France;9;The Greens–European Free Alliance;Fédération Régions et Peuples Solidaires
Hermann Heinemann;Hermann;Heinemann;male;1928-06-24;Germany;1;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
Frieder Otto Wolf;Frieder;Wolf;male;1943-02-01;Germany;4;The Green Group in the European Parliament;Alliance '90/The Greens
Michael Klöckner;Michael;Klöckner;male;1955-06-10;Germany;2;Rainbow Group;Alliance '90/The Greens
Gyula Vári;Gyula;;male;1967-05-06;Hungary;5;Progressive Alliance of Socialists and Democrats;
Frits Castricum;Frits;;male;1947-04-19;Netherlands;4;Progressive Alliance of Socialists and Democrats;Labour Party
Fritz Gautier;Fritz;Gautier;male;1950-01-17;Germany;2;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
Fritz Gautier;Fritz;Gautier;male;1950-01-17;Germany;1;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
Fritz Pirkl;Fritz;Pirkl;male;1925-08-13;Germany;3;European People's Party group;Christian Social Union of Bavaria
Fritz Pirkl;Fritz;Pirkl;male;1925-08-13;Germany;2;European People's Party group;Christian Social Union of Bavaria
Gerfrid Gaigg;Gerfrid;Gaigg;male;1932-07-15;Austria;4;European People's Party group;Austrian People's Party
Frédéric Daerden;Frédéric;Daerden;male;1970-01-11;French-speaking electoral college;7;Progressive Alliance of Socialists and Democrats;Socialist Party
Iris Hoffmann;Iris;Hoffmann;female;1963-06-29;Germany;8;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
Søren Gade;Søren;Gade;male;1963-01-27;Denmark;9;Renew Europe;Venstre
Marcel Kolaja;Marcel;Kolaja;male;1980-06-29;Czech Republic;9;The Greens–European Free Alliance;Czech Pirate Party
Konrad Schön;Konrad;Schön;male;1930-05-07;Germany;2;European People's Party group;Christian Democratic Union
Konrad Schön;Konrad;Schön;male;1930-05-07;Germany;1;European People's Party group;Christian Democratic Union
Manfred Wagner;Manfred;Wagner;male;1934-01-14;Germany;2;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
Manfred Wagner;Manfred;Wagner;male;1934-01-14;Germany;1;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
Joachim Schuster;Joachim;Schuster;male;1962-10-28;Germany;8;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
Joachim Schuster;Joachim;Schuster;male;1962-10-28;Germany;9;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
Undine von Blottnitz;;;female;1936-08-20;Germany;4;The Green Group in the European Parliament;Alliance '90/The Greens
Undine von Blottnitz;;;female;1936-08-20;Germany;2;Rainbow Group;Alliance '90/The Greens
Gene Fitzgerald;Gene;Fitzgerald;male;1932-08-21;Munster;3;European Democratic Alliance;Fianna Fáil
Gene Fitzgerald;Gene;Fitzgerald;male;1932-08-21;Munster;2;European Democratic Alliance;Fianna Fáil
Waldemar Tomaszewski;Waldemar;Tomaszewski;male;1965-03-03;Lithuania;8;European Conservatives and Reformists;Electoral Action of Poles in Lithuania
Waldemar Tomaszewski;Waldemar;Tomaszewski;male;1965-03-03;Lithuania;7;European Conservatives and Reformists;Electoral Action of Poles in Lithuania
Waldemar Tomaszewski;Waldemar;Tomaszewski;male;1965-03-03;Lithuania;9;European Conservatives and Reformists;Electoral Action of Poles in Lithuania
Waldemar Tomaszewski;Waldemar;Tomaszewski;male;1965-03-03;Lithuania;10;European Conservatives and Reformists;Electoral Action of Poles in Lithuania
Geoffrey Van Orden;Geoffrey;Van Orden;male;1945-04-10;East of England;5;European People's Party group;Conservative Party
Geoffrey Van Orden;Geoffrey;Van Orden;male;1945-04-10;East of England;8;European Conservatives and Reformists;Conservative Party
Geoffrey Van Orden;Geoffrey;Van Orden;male;1945-04-10;East of England;7;European Conservatives and Reformists;Conservative Party
Geoffrey Van Orden;Geoffrey;Van Orden;male;1945-04-10;East of England;6;European People's Party group;Conservative Party
Geoffrey Van Orden;Geoffrey;Van Orden;male;1945-04-10;East of England;9;European Conservatives and Reformists;Conservative Party
Reinhold Lopatka;Reinhold;Lopatka;male;1960-01-27;Austria;10;European People's Party group;Austrian People's Party
George William Vella;George;Vella;male;1942-04-24;Malta;5;Progressive Alliance of Socialists and Democrats;Labour Party
Georgi Pirinski, Jr.;Georgi;;male;1948-09-10;Bulgaria;8;Progressive Alliance of Socialists and Democrats;Bulgarian Socialist Party
Georgs Andrejevs;Georgs;Andrejevs;male;1932-10-30;Latvia;6;Group of the Alliance of Liberals and Democrats for Europe;independent politician
Gepa Maibaum;;Maibaum;female;1935-12-21;Germany;3;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
Gerald Hauser;Gerald;Hauser;male;1961-09-30;Austria;10;Patriots for Europe;Austrian Freedom Party
Antanas Guoga;Antanas;Guoga;male;1973-12-17;Lithuania;8;Group of the Alliance of Liberals and Democrats for Europe;Liberal Movement
Antanas Guoga;Antanas;Guoga;male;1973-12-17;Lithuania;8;European People's Party group;independent politician
Gerard Batten;Gerard;Batten;male;1954-03-27;London;6;Independence/Democracy;UK Independence Party
Gerard Batten;Gerard;Batten;male;1954-03-27;London;7;Europe of Freedom and Democracy;UK Independence Party
Gerard Batten;Gerard;Batten;male;1954-03-27;London;8;Europe of Freedom and Direct Democracy;UK Independence Party
